contigs	predictions	scores
k79_25096	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_725	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_86060	2759;7711;40674;9443;9604;9605;9606	0.98328;0.98328;0.98328;0.98328;0.98328;0.98328;0.98328
k79_61710	2;976;200643;171549;815;816;2785531	1.0;1.0;1.0;1.0;0.99982;0.99981;0.9982
k79_73893	2759;7711;40674;9443;9604;9605;9606	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73899	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86071	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_49368	2;1239;186801;3085636;186803;207244;649756;649757	1.0;0.99994;0.99705;0.99705;0.99705;0.99705;0.99705;0.99705
k79_728	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37464	2;1239;186801;186802;216572;1263;2608920	1.0;0.99999;0.99997;0.99941;0.99936;0.99936;0.99915
k79_86078	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;0.99999;0.99993;0.99993
k79_37465	2;1239;186801;3085636;186803;2316020;33038	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_49370	2;1239;186801;186802;216572	0.99993;0.71555;0.50369;0.50149;0.50005
k79_37468	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25125	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49380	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_61746	2;976;200643;171549;815;816;818	1.0;1.0;0.99999;0.99999;0.99999;0.99965;0.99883
k79_37476	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_747	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;0.99997;0.99992;0.99987;0.99513;0.99253
k79_748	2;976;200643;171549;815;816;817;997879	1.0;0.9999;0.9999;0.9999;0.99964;0.99964;0.99963;0.99271
k79_25135	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;0.99998;0.99998;0.9997;0.9997;0.9997
k79_86103	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;0.99949;0.99949;0.99949;0.99949
k79_73916	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49396	2;1239;186801;3085636;186803;2569097;39488	0.9999;0.99919;0.99909;0.98426;0.98426;0.73055;0.73055
k79_13045	2;1239;186801;186802;216572;2834348;3030016	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_750	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.99998;0.99917;0.99917;0.99917;0.99917;0.99917
k79_61760	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;0.99995;0.99995;0.99995;0.99995
k79_752	2;1239;186801;3085636;186803;2316020;33038	1.0;1.0;1.0;0.99999;0.99999;0.99987;0.99987
k79_37491	2;1239;186801;3085636;186803;841;301301	0.99993;0.99993;0.99993;0.99993;0.99993;0.99992;0.99894
k79_753	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_61761	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49403	2;1239;186801;3085636;186803;572511;89014	1.0;1.0;1.0;0.99993;0.99993;0.99993;0.99993
k79_73928	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99859
k79_757	2;1239;186801;3085636;186803;2163168;3070215	1.0;0.99417;0.98031;0.97633;0.97633;0.51197;0.51197
k79_49410	2;976;200643;171549;2005525;375288;823;999416	1.0;0.99998;0.99998;0.99998;0.99998;0.99998;0.99998;0.99998
k79_37499	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.99999;0.99998;0.99998;0.99997;0.99996;0.99996
k79_61763	2;976;200643;171549;815;909656;357276;997877	0.99979;0.99976;0.99976;0.99976;0.99976;0.99947;0.99947;0.99947
k79_13069	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_73938	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_61772	2;1239;186801;3085636;186803;2944193;2763672	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86116	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.74646
k79_777	2;74201;203494;48461;1647988;239934;239935	1.0;0.99973;0.99973;0.99973;0.99973;0.99973;0.99973
k79_73952	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73953	2;1117;3028117;1890424;2881426;1218;1219;93060	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25173	2;1239;186801;3082720;186804;1501226;1115758	0.99991;0.99859;0.99659;0.98663;0.98663;0.98661;0.98661
k79_37528	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49433	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25174	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;0.99997;0.99997;0.99997;0.99879;0.99879;0.99794
k79_61795	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49437	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99999;0.99999;0.99992;0.99992;0.99953
k79_37537	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_783	2;976;200643;171549;815;816;291644	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_73981	2;1239;186801;3085636;186803;1766253;39491;657318	0.99999;0.99999;0.99988;0.99983;0.99983;0.99861;0.99861;0.99861
k79_37544	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99947;0.99947;0.99947;0.99947;0.99947
k79_25193	2;976;200643;171549;815;816;820;997890	1.0;0.99997;0.99996;0.99996;0.99993;0.99917;0.99081;0.99081
k79_73987	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998;0.98985
k79_25194	2;1239;526524;526525;2810280;2678885;1982626	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_37552	2;1239;186801;3085636;186803;2316020;33038	1.0;1.0;1.0;1.0;1.0;0.99981;0.99981
k79_25199	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_49467	2;1239;186801;3085636;186803;2944193;2763672	0.9999;0.99399;0.98932;0.84906;0.84906;0.83103;0.83103
k79_61830	2;1239;186801;3085636;186803;1506553;29347	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_86140	2;976;200643;171549;815;816;46506;449673	0.99999;0.99993;0.99993;0.99912;0.99912;0.95799;0.60643;0.60643
k79_73999	2;976;200643;171549;815;816;28119	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.9999
k79_13106	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998;0.99882
k79_785	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;0.9997;0.9997;0.99903;0.99903;0.99732
k79_49473	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_74008	2;1224;1236;2887326;468;497;2708350	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49483	2;1239;186801;3085636;186803;2944193;2763672	0.99997;0.99522;0.98948;0.71252;0.71252;0.71166;0.71166
k79_25222	2;976;200643;171549;2005525;375288;823;999416	1.0;0.99986;0.99986;0.99986;0.99965;0.99965;0.99965;0.99965
k79_793	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;0.99992;0.99989;0.99988
k79_61842	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37582	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25223	2;976;200643;171549;815;816;820;997890	1.0;0.9999;0.9999;0.9999;0.99937;0.99935;0.97312;0.97312
k79_61844	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49495	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;0.9999;0.99989;0.99989
k79_86152	2;976;200643;171549;815;816;47678;997873	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_61849	2157;28890;183925;2158;2159;2172;2173;420247	0.99998;0.99998;0.99998;0.99998;0.99998;0.99998;0.99988;0.99988
k79_61851	2;1239;186801;3085636;186803;1506553;66219;357809	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86161	2;976;200643;171549;2005525;375288;823;999416	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86162	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_13122	2;29547;3031852;213849;2808963;28196	0.99988;0.99985;0.99985;0.99985;0.99985;0.99985
k79_25231	2;976;200643;171549;2005525;375288;823;999416	0.99966;0.82335;0.82275;0.82275;0.7815;0.7815;0.7815;0.7815
k79_801	2;203691;203692;136;2845253;157;2563664	0.99998;0.99868;0.99868;0.99868;0.99868;0.99868;0.99868
k79_37600	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25237	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;0.99999;0.99997;0.99997;0.99973;0.99973;0.99928
k79_49496	2;1239;186801;186802;216572;1263;2608920	0.99999;0.99999;0.99998;0.99979;0.99973;0.99973;0.9997
k79_86166	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99967
k79_803	2;200940;3024418;213118;2931039;45654;45655	1.0;0.99975;0.99975;0.99975;0.99975;0.99975;0.99975
k79_74038	2;976;200643;171549;1853231;574697;1472416	1.0;1.0;0.99993;0.99993;0.99992;0.99992;0.99992
k79_37610	2;976;200643;171549;815;816;820;997890	1.0;0.9999;0.9999;0.9999;0.9999;0.9999;0.9999;0.9999
k79_74044	2;201174;1760;85006;85023;881616;2905871	1.0;0.99969;0.99969;0.99969;0.99969;0.99969;0.99969
k79_37616	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998;0.99998
k79_809	2;1239;186801;3085636;186803;189330;88431	0.99617;0.99604;0.99591;0.99412;0.99412;0.82531;0.82531
k79_61884	2;1239;186801;186802;216572;1263;2608920	1.0;0.99986;0.99986;0.99985;0.99985;0.99985;0.99985
k79_49512	2;1239;186801;186802;216572;1263;2608920	0.59849;0.55566;0.55462;0.54614;0.529;0.52896;0.52716
k79_74053	2;976;200643;171549;2005473;1918540;1796646	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_817	2;976;200643;171549;171552;2974251;165179	1.0;0.99993;0.99993;0.99993;0.99993;0.99993;0.99993
k79_13137	2;1239;186801;186802;216572;1263;1161942	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49518	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25250	2;976;200643;171549;815;816;2785531	1.0;1.0;1.0;1.0;0.99999;0.99978;0.99978
k79_37633	2;1239;186801;3085636;186803;2888809;2068655	1.0;0.99788;0.99653;0.9827;0.9827;0.9827;0.9827
k79_49521	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86182	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_25256	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99995;0.99995;0.99913
k79_13147	2;976;200643;171549;815;816;820;997890	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99968;0.99968
k79_61885	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37637	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_37638	2;976;200643;171549;815;816;46506;449673	1.0;1.0;1.0;0.9998;0.9998;0.99953;0.99823;0.99823
k79_13152	2;1239;186801;3085636;186803;572511;418240;1121115	0.99972;0.99463;0.99352;0.99207;0.99207;0.92387;0.52055;0.52055
k79_25263	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86184	2;976;200643;171549;815;816;2792859	0.99982;0.9998;0.9998;0.9998;0.9998;0.9998;0.99969
k79_61892	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49535	2;1239;186801;3085636;186803;572511;418240;1121115	0.99996;0.99977;0.99368;0.9817;0.9817;0.71858;0.70271;0.70271
k79_37644	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_840	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;0.99997;0.99996;0.99993;0.99987;0.99982
k79_86191	2;1239;186801;3085636;186803;33042;410072	0.99968;0.99656;0.99654;0.9962;0.9962;0.51007;0.51007
k79_74064	2;1239;526524;526525;2810280;2678885;1982626	0.99913;0.98589;0.98483;0.98483;0.98341;0.98339;0.98339
k79_25272	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.99995;0.99995;0.99879;0.99879
k79_61898	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_844	2;1783272	0.99737;0.78099
k79_49544	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_13167	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;1.0;0.99999
k79_86202	2;976;200643;171549;815;816;820;997890	1.0;1.0;0.99987;0.99987;0.99987;0.99987;0.99915;0.99915
k79_74073	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25275	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99999
k79_13170	2;976;200643;171549;815;816;820;997890	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99996;0.99996
k79_25280	2;1239;186801;186802;216572;216851;411483	1.0;0.99991;0.99989;0.99957;0.99956;0.99866;0.96787
k79_74081	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86207	2;976;200643;171549;815;816;820;997890	1.0;0.87268;0.87126;0.87126;0.869;0.869;0.86645;0.86645
k79_860	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_37663	2;1239;186801;3082720;186804;1501226;2724150	0.99997;0.99994;0.99918;0.88096;0.88096;0.88096;0.88096
k79_74083	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_37667	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_13173	2;1239;186801;186802;216572;1263;1161942	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_868	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99997;0.99997;0.99997;0.99997;0.99997
k79_74090	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998;0.99998
k79_49570	2;1239;909932;1843488;909930;33024;33025	0.99999;0.99999;0.99999;0.99998;0.99998;0.99998;0.99998
k79_61913	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_13183	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_61920	2;1239;186801;3085636;186803;1766253;39491	0.9959;0.75785;0.75506;0.75324;0.75324;0.75254;0.75254
k79_25299	2;1239;186801;3085636;186803;572511;89014	1.0;1.0;1.0;1.0;1.0;1.0;0.99998
k79_49585	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_74109	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99956;0.99951;0.99951
k79_37692	2;1239;186801;3085636;186803;841;166486;657315	1.0;1.0;1.0;0.99994;0.99994;0.99993;0.99989;0.97813
k79_13197	2;1239;186801;3085636;186803;1506577;36835	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_893	2;1239;186801;186802;216572;459786;2109687	1.0;0.99995;0.99993;0.99993;0.99993;0.99066;0.99066
k79_74121	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_49599	2;544448;31969;186328;2131;2132;216931	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37697	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_13210	2;1239;186801;3085636;186803;2944193;2763672	0.99992;0.99922;0.99355;0.98818;0.98818;0.78348;0.78348
k79_86231	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99855
k79_25328	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.99996;0.99996
k79_86232	131567	0.99992
k79_13218	2;1239;526524;526525;2810280;2678885;1982626	0.99061;0.98578;0.96071;0.96071;0.96071;0.96071;0.96071
k79_915	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_49604	2;1239	0.99328;0.83381
k79_25343	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_922	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37727	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.95269
k79_25346	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9919
k79_13223	2;1239;186801;186802;216572;1263;2608920	1.0;0.99996;0.9994;0.99909;0.99904;0.99903;0.99902
k79_86252	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49614	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_13235	2;1239;186801;3085636;186803;2569097;39488	1.0;0.99998;0.99998;0.99998;0.99998;0.99982;0.99982
k79_61940	2;976	0.98976;0.93259
k79_13239	2;1239;186801;186802;216572;216851;2929488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25368	2;976;200643;171549;815;816;3117552	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25370	2;1239;186801;186802;216572;1263;2608920	1.0;0.99985;0.99978;0.99963;0.99963;0.99963;0.99963
k79_929	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49630	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37744	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99957
k79_37745	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_938	2;1239;186801;3085636;186803;572511;40520;411459	0.99998;0.99998;0.99998;0.99997;0.99997;0.99992;0.99989;0.99989
k79_49637	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99991;0.99991
k79_13254	2;1239;186801;186802;31979;1485;1497	0.99978;0.99807;0.99773;0.99751;0.99739;0.99738;0.80315
k79_13255	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;0.99999;0.99999;0.99989;0.99986;0.99985
k79_74178	2;1239;186801;3085636;186803;841;166486;657315	1.0;1.0;1.0;0.99998;0.99998;0.99998;0.99998;0.99994
k79_13256	2;976;200643;171549;2005525;375288;387661	1.0;1.0;1.0;1.0;0.99998;0.99998;0.99998
k79_25393	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86272	2;976;200643;171549;171550;239759;214856;679935	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_61956	2;976;117743;200644;2762318;308865;1756150	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86275	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99983;0.99978;0.99978
k79_958	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37773	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_959	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25403	2;976;200643;171549;815;816;47678;997873	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86285	2;1239;91061;1385;186822;44249;1536773	0.99989;0.9998;0.7927;0.79262;0.79257;0.79257;0.60656
k79_37778	2;1239;186801;186802;216572;1263;1160721	0.99986;0.74351;0.70723;0.70716;0.70675;0.70675;0.70673
k79_25406	2;1239;186801;3085636;186803;572511	0.99999;0.99954;0.99917;0.99738;0.99738;0.65311
k79_74212	2;1239;186801;186802;216572;1263;1160721	1.0;1.0;1.0;0.99982;0.99982;0.99982;0.99982
k79_61962	2;1239;186801;3085636;186803;841;166486;657315	1.0;1.0;1.0;1.0;1.0;0.99965;0.99961;0.83431
k79_25411	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;0.99992;0.99992;0.69937
k79_13277	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_966	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25423	2;976;200643;171549;815;816;818	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_37797	2;976;117747;200666;84566;28453;2996035	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_13283	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99999;0.99927;0.99927;0.99927;0.99919
k79_37798	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86299	2;1239;186801;186802;31979;1485;360422	0.9996;0.99448;0.99438;0.99437;0.99435;0.99435;0.99415
k79_74219	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99999;0.99999;0.99998;0.99998;0.99998
k79_74221	2;976;200643;171549;2005525;375288;46503	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_13284	2;1239;186801;3085636;186803;841;2763062	0.95035;0.93302;0.9328;0.93135;0.93135;0.56585;0.52724
k79_13286	2;1239;186801;3085636;186803;189330;88431	0.99995;0.99979;0.99978;0.99966;0.99966;0.99446;0.99446
k79_86315	2;1239;186801;3085636;186803;841;1261634	1.0;0.99995;0.99995;0.99995;0.99995;0.99805;0.99799
k79_37816	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_49731	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_997	2;1783272	0.99999;0.99737
k79_13302	2;29547;3031852;213849;2808963;2321111;1564138	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_74242	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_62001	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.84763
k79_37828	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;1.0;0.9999
k79_1001	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_25453	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;0.99914;0.99914;0.99914
k79_49747	2;976;200643;171549;815;909656;357276;997877	1.0;0.80201;0.802;0.802;0.7765;0.71798;0.71798;0.71798
k79_1007	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;0.99765;0.99764;0.99611;0.99611;0.99611;0.99611;0.69607
k79_49750	2;1239;186801;186802;216572;1263;2608920	1.0;0.99997;0.99997;0.99986;0.99982;0.99982;0.99981
k79_86323	2;976;200643;171549;815;816;820;997890	1.0;0.99994;0.99994;0.99994;0.99994;0.99994;0.9992;0.9992
k79_74251	2;1239;186801;3085636;186803;33042;116085	1.0;1.0;1.0;0.99999;0.99999;0.99951;0.99951
k79_1014	2	1.0
k79_86326	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99996;0.99976;0.99976
k79_25458	2;1783272	0.9999;0.99973
k79_13327	2;976;117743;200644;2762318;59732;2547600	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_74254	2;976;200643;171549;815;909656;821	0.99992;0.9412;0.94119;0.94117;0.93172;0.9228;0.92221
k79_62019	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_25460	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_25462	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99894
k79_74257	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_62028	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99966
k79_13339	2;1239;186801;186802;216572;1263;1160721	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86344	2;976;200643;171549;815;816;820;997890	1.0;0.99986;0.99985;0.99985;0.99985;0.99985;0.999;0.999
k79_62032	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_37861	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_25474	2157;28890;183968;2258;2259;2263;2008440	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_13340	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_86345	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
