contigs	predictions	scores
k79_75346	2;976;200643;171549;171550;239759;2585119	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63183	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_39343	2;1239;186801;186802;216572	0.99874;0.95686;0.95457;0.95372;0.95241
k79_87499	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_87500	2;1239;186801;186802;31979;1485;46867	1.0;1.0;0.99987;0.99987;0.99985;0.99985;0.99985
k79_75347	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63190	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3086	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_87503	2;1224;1236;135622;267890;22;38313	1.0;0.99868;0.99849;0.99848;0.99848;0.99848;0.99848
k79_51456	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_75352	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3090	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_87504	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99989;0.99989;0.99989
k79_51459	2;976;200643;171549;2005525;375288;823;435591	1.0;0.99999;0.99999;0.99999;0.99998;0.99998;0.99978;0.99978
k79_39355	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_15084	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;0.99979;0.99939;0.99939;0.99937;0.9989
k79_27168	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99994;0.99994
k79_3091	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27169	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_75356	2;201174;1760;85004;31953;1678;28026;547043	1.0;0.99964;0.99964;0.99964;0.99964;0.99964;0.9996;0.9996
k79_63206	2;976;200643;171549;815;816;28116	1.0;0.99966;0.99966;0.99966;0.75344;0.7492;0.67174
k79_3092	2;976;200643;171549;2005525;375288;46503	1.0;0.99999;0.99999;0.99999;0.99988;0.99988;0.5708
k79_3094	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_39366	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99991;0.99991;0.99991
k79_87519	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27176	2;1239;91061;1385;186822;44249;248903	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_51476	2;976;200643;171549;815;816;817;997879	1.0;0.99999;0.99999;0.99999;0.99958;0.99951;0.99897;0.99896
k79_51477	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;0.99863;0.99863;0.99863;0.99863;0.99863;0.99863;0.72569
k79_63221	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99999;0.99999;0.99911;0.99895;0.99895
k79_39370	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27182	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_51480	2;976;200643;171549;171550;239759;214856;679935	1.0;0.99999;0.99999;0.99999;0.99998;0.99998;0.99643;0.99643
k79_3097	2;1239;186801;186802;216572;216851;853;657322	1.0;0.99995;0.99995;0.99882;0.99881;0.99512;0.99498;0.99491
k79_63222	2;1239;186801;3085636;186803;207244;649756;649757	1.0;0.91602;0.77102;0.76718;0.76718;0.75218;0.75218;0.75218
k79_87530	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_15087	2;1239;186801;186802;216572;1263;2608920	1.0;0.99997;0.99996;0.99776;0.99775;0.99774;0.99679
k79_75360	2;976;200643;171549;815;816;818	1.0;1.0;1.0;1.0;0.99887;0.98661;0.62509
k79_51483	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99993;0.99993;0.99993
k79_39381	2;976;200643;171549;171550;239759;214856;679935	1.0;0.99997;0.99997;0.99997;0.99997;0.99997;0.95097;0.95097
k79_87532	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_15090	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;0.99991;0.99989;0.99984;0.99984;0.99923;0.99922;0.99922
k79_27190	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99948;0.99948;0.99948
k79_3111	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;0.99997;0.99948;0.99947;0.99947;0.99898;0.99461;0.99461
k79_39385	2;201174;1760;85007;1653;1716;3059080	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_87537	2;1239;186801;186802;216572;216851;411483	0.99853;0.8774;0.87675;0.8372;0.82397;0.67107;0.59028
k79_75371	2;201174;1760;85004;31953;1678;1680	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99992
k79_15096	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99984;0.99984;0.99984;0.99984
k79_75373	2;1239;186801;3085636;186803;841;166486;718255	1.0;1.0;0.99999;0.99999;0.99999;0.99994;0.99985;0.99984
k79_51489	2;1224;28211;204455;31989;3050722;2683284	1.0;0.99996;0.99981;0.99981;0.99981;0.99981;0.99981
k79_63225	2;976;200643;171549;815;816;674529	1.0;0.99584;0.99565;0.99565;0.99345;0.97065;0.94932
k79_75376	2;1239;186801;3085636;186803;1506553;29347	1.0;1.0;1.0;1.0;1.0;0.99996;0.99996
k79_51490	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3123	2;976;200643;171549;815;909656;357276;997877	1.0;1.0;1.0;1.0;1.0;1.0;0.99984;0.99984
k79_15104	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3124	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63227	2;1239;186801;186802;216572;2591381;2093857	1.0;0.99998;0.99997;0.99978;0.99978;0.80447;0.80447
k79_87549	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;0.99799;0.99799;0.99751
k79_51500	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99861;0.99861
k79_87551	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.80029;0.80027
k79_27192	2;976;200643;171549;815;816;674529	1.0;0.99997;0.99997;0.99997;0.99986;0.99741;0.99335
k79_15110	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3129	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27193	2157;28890;183925;2158;2159;2172;2173;420247	0.99986;0.99986;0.99986;0.99986;0.99986;0.99986;0.99984;0.99984
k79_75385	2;976;200643;171549;815;816;28113	1.0;1.0;1.0;1.0;1.0;0.99999;0.99976
k79_75387	2;1239;186801;3085636;186803;1649459;154046;742737	1.0;0.99999;0.99999;0.99997;0.99997;0.9998;0.9998;0.9998
k79_51504	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_87560	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3131	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_51505	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_75388	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_27196	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;0.99999;0.99982;0.99982
k79_63232	2;1239;186801;186802;216572;1263;2608920	1.0;0.82765;0.81819;0.77669;0.76265;0.7622;0.62692
k79_51511	2;1239;186801;3085636;186803;1766253;39491;657317	0.99984;0.99983;0.99983;0.99983;0.99983;0.97793;0.97793;0.97766
k79_3139	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99958
k79_87564	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_75395	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_51512	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99982;0.99982;0.99982
k79_75396	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99989;0.99989
k79_87569	2;1239;186801;186802;216572;459786;2109687	1.0;1.0;1.0;1.0;1.0;0.99997;0.99997
k79_63242	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_15114	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3147	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;0.99966;0.99917;0.97104
k79_75404	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;0.99998;0.99992;0.9999;0.9999;0.99844;0.99108;0.99108
k79_27209	2;1224;28211;3120395;433;1434011;265959	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3148	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27210	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99984
k79_3150	2;1783272	1.0;0.99965
k79_15119	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_87579	2;1239;186801;3085636;186803;841	0.99601;0.99576;0.99169;0.99157;0.99157;0.74503
k79_75413	2;1239;186801;186802;216572;1263;2608920	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999
k79_27211	2;976;200643;171549;171550;239759;2585118	1.0;0.99989;0.99989;0.99989;0.99502;0.99502;0.93353
k79_63262	2;976;200643;171549;815;816;818	1.0;1.0;1.0;1.0;1.0;0.99997;0.99952
k79_15120	2;1239;186801;186802;216572;216851;853;718252	1.0;0.9579;0.95632;0.95422;0.95384;0.94886;0.9158;0.8123
k79_3153	2;1239;186801;186802;216572;216851;2929494	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63265	2;1239;186801;186802;216572;216851;3030639	1.0;1.0;1.0;0.99999;0.99999;0.99999;0.98224
k79_51522	2;201174;1760;85004;31953;1678;1680	1.0;1.0;1.0;1.0;1.0;1.0;0.99669
k79_27215	2;976;200643;171549;815;816;371601;657309	1.0;0.99951;0.99951;0.99951;0.99877;0.99876;0.9987;0.9987
k79_15122	2759;7711;40674;9443;9604;9605;9606	0.56059;0.56059;0.56059;0.56059;0.56059;0.56059;0.56059
k79_75418	2;976;200643;171549;171550;239759;2585118	1.0;1.0;1.0;1.0;1.0;1.0;0.99948
k79_3155	2;1239;91061;1385;186817;1386;86661	1.0;1.0;0.99956;0.99956;0.68431;0.68431;0.68431
k79_51525	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63270	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_87595	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_75419	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;0.99994;0.99994
k79_75421	2157;28890;183925;2158;2159;2172;2173;420247	0.99681;0.9968;0.9968;0.9968;0.9968;0.9968;0.99678;0.99678
k79_15126	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27218	2;1239	0.87666;0.79779
k79_3160	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27219	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_15129	2;1239;186801;3085636;186803;189330;88431	1.0;0.99996;0.99995;0.99995;0.99995;0.99981;0.99981
k79_51537	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;0.99999;0.99999;0.99999;0.99998;0.99953;0.99953
k79_87602	2;976;200643;171549;171550;239759;2585118	1.0;0.99998;0.99998;0.99998;0.99998;0.99998;0.99992
k79_15131	2;976;200643;171549;171550;239759;538949	1.0;1.0;1.0;1.0;1.0;1.0;0.99941
k79_3167	2;201174;1760;85004;31953;1678;1680	1.0;0.99999;0.99995;0.99995;0.99995;0.99995;0.99575
k79_27224	2;1239;186801;186802;216572;1263;657323	1.0;1.0;1.0;0.99957;0.99957;0.99957;0.99957
k79_39393	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_51538	2;1224;1236;91347;1903409;53335;59814	1.0;0.9999;0.9999;0.9999;0.9999;0.9999;0.9999
k79_27225	2157;28890;183925;2158;2159;2172;2173;420247	0.99995;0.99995;0.99995;0.99995;0.99995;0.99995;0.99995;0.99995
k79_87606	2;1224;28211;356;69277;68287;325217	1.0;0.99977;0.99975;0.99975;0.99972;0.99972;0.99972
k79_15134	2;976;200643;171549;171550;239759;538949	1.0;0.9999;0.9999;0.9999;0.57101;0.57101;0.57098
k79_51539	2;1239;186801;186802;216572;216851;2929494	1.0;0.99998;0.85052;0.6089;0.60889;0.60869;0.51797
k79_75422	131567	0.99955
k79_51540	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_87607	2;1239;186801;3085636;186803;572511;89014	1.0;0.99998;0.99998;0.99956;0.99956;0.99953;0.99953
k79_3176	2;1239;186801;3085636;186803;189330;88431	1.0;0.99997;0.99995;0.99933;0.99933;0.99386;0.99382
k79_51542	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;0.99996;0.99996;0.99984;0.99984;0.99954
k79_75426	2;976;200643;171549;815;816;820;997890	0.99978;0.90505;0.90505;0.90498;0.90453;0.86538;0.86534;0.86534
k79_51543	2;74201;203494;48461;1647988;239934;239935;349741	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99995;0.99995
k79_3180	2;1239;186801;3085636;186803;207244;649756;649757	1.0;1.0;1.0;1.0;1.0;0.99997;0.99997;0.99997
k79_39413	2;1239;186801;3085636;186803;2316020;46228;471875	1.0;1.0;0.99991;0.99962;0.99962;0.99926;0.99926;0.99926
k79_27228	2;976;200643;171549;815;816	1.0;1.0;1.0;1.0;0.99878;0.99843
k79_15145	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99968;0.99968;0.99968;0.99752
k79_51548	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3181	2;1224;28211;356;69277;68287;28104	1.0;0.99987;0.99987;0.99987;0.99987;0.99987;0.99987
k79_87616	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;1.0;0.99996;0.99994
k79_39414	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_15146	2;201174;84998;1643822;1643826;644652;1335613	1.0;0.99559;0.98806;0.98806;0.98806;0.98806;0.98806
k79_87617	2;1239;186801;186802;216572;216851;2929489	1.0;0.99999;0.99995;0.9982;0.99819;0.99805;0.99164
k79_63280	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;1.0;1.0;0.99931;0.99931
k79_63281	2;1239;186801;3085636;186803;207244;105841;411490	1.0;1.0;0.99997;0.99997;0.99997;0.99997;0.99873;0.99873
k79_87619	2;1239;186801;186802;3082771;1918385;1796620	1.0;1.0;1.0;1.0;0.99999;0.99999;0.99999
k79_51556	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;0.99999;0.99997
k79_27229	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99895;0.99895;0.99895;0.99894
k79_39419	2;1239;186801;3085636;186803;2569097;39488	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3191	2;976;200643;171549;815;909656;821	1.0;0.99993;0.99993;0.99993;0.99783;0.99755;0.9975
k79_15152	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_87620	2;1224;28216;206351;481;482;2912188	1.0;0.99997;0.99995;0.99995;0.99995;0.99995;0.99995
k79_3192	2;1239;186801;3085636;186803;572511;89014	1.0;1.0;1.0;0.99978;0.99978;0.99978;0.99977
k79_27232	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99979;0.99979;0.99979
k79_87622	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3195	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99786
k79_39421	2;1239;186801;3085636;186803;2719313;1531	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_15156	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;1.0;1.0;0.99999;0.99996;0.99995
k79_51565	2;1239;186801;186802;216572;1263;657323	1.0;1.0;1.0;0.99888;0.99888;0.99888;0.99888
k79_27237	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99992;0.99992;0.99991;0.9998
k79_87623	2;201174;1760;85011;2062;1883;665007	1.0;0.99973;0.99973;0.99946;0.99946;0.9504;0.56498
k79_3197	2;976;200643;171549;171550;239759;538949	1.0;0.99998;0.99998;0.99998;0.96451;0.96451;0.94763
k79_39422	2;1224;1236;135614;32033;83618;2480810	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63282	2;976;200643;171549;815;909656;387090	1.0;1.0;1.0;1.0;0.99999;0.99947;0.99944
k79_75444	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.9994;0.9994
k79_15159	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99963;0.99963;0.99963
k79_51571	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;0.99999;0.99999;0.99999;0.99999;0.99999
k79_3201	2;1239;186801;3085636;186803;572511;40520;411459	1.0;1.0;1.0;1.0;1.0;0.9999;0.9999;0.9999
k79_87625	2;1239;186801;3085636;186803;841;301301	1.0;1.0;0.99998;0.9884;0.9884;0.98834;0.98815
k79_63286	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99223
k79_87628	2;1239;186801;186802;216572;2892396;2714355	1.0;1.0;1.0;1.0;1.0;0.99993;0.99993
k79_3202	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63291	2;1239;186801;3085636;186803;189330;88431	1.0;0.9991;0.99824;0.99822;0.99822;0.99305;0.99295
k79_27238	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99999;0.99612;0.99612
k79_51579	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99989;0.99989;0.99989
k79_27242	2;1239;186801;3085636;186803	1.0;0.99997;0.98331;0.97224;0.97224
k79_39427	2;976;200643;171549;815;816;820;997890	1.0;1.0;1.0;1.0;0.99999;0.99999;0.9728;0.9728
k79_63294	2;1239;186801;186802;216572;244127;169435	1.0;1.0;1.0;0.99997;0.99997;0.99945;0.99945
k79_27246	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99993;0.99993
k79_51582	2;1239;186801;3085636;186803;189330;88431	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_15172	2;1239;186801;186802;31979;1485;1522	1.0;0.99999;0.99999;0.99997;0.99997;0.99997;0.99997
k79_3211	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_39428	2;1239;186801;186802;31979;1485;36745;931276	0.96845;0.87029;0.80193;0.67254;0.67202;0.67202;0.66151;0.66151
k79_27249	2;1239;186801;186802;216572;216851;853;718252	1.0;1.0;1.0;1.0;1.0;0.99996;0.99993;0.99993
k79_51583	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63295	2;1239;186801;3085636;186803	1.0;0.9999;0.99987;0.97219;0.97219
k79_87630	2;1239;186801;186802;216572;1263;2608920	1.0;0.99999;0.99922;0.99918;0.99766;0.99717;0.99384
k79_27250	2;1239;186801;3085636;186803;2316020;33038	1.0;1.0;1.0;1.0;1.0;0.68406;0.59485
k79_3217	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_51586	2;1239;186801;3085636;186803;2569097;39488	0.97344;0.97231;0.9723;0.97217;0.97217;0.93282;0.93282
k79_87632	2;976;200643;171549;2005525;375288;328812	1.0;0.99972;0.9994;0.99939;0.92917;0.92916;0.92911
k79_63298	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_3223	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99987
k79_87636	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99986;0.99969;0.99969
k79_75484	2;976;200643;171549;815;909656;821	1.0;0.99999;0.99997;0.99997;0.99979;0.99835;0.99821
k79_51591	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99169
k79_63304	2;1224;1236;135614;32033;338;56464	1.0;0.99996;0.99996;0.99996;0.99996;0.99996;0.99996
k79_39430	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;1.0;0.99998;0.99998
k79_27254	2;74201;203494;48461;1647988;239934;239935;349741	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_15182	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27255	2;976;200643;171549;171550;239759;2585118	0.9974;0.99629;0.99627;0.99626;0.96996;0.96996;0.63955
k79_3224	2;976;200643;171549;171550;239759;214856;679935	1.0;0.99998;0.99998;0.99998;0.99997;0.99997;0.8957;0.8957
k79_39435	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_51593	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;0.99999;0.99999;0.99995;0.99977;0.99977
k79_3225	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_39436	2;1239;526524;526525;2810280;2678885;1982626	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63311	2157;28890;183925;2158;2159;2172;2173;420247	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27256	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.9978;0.9978;0.9978;0.9978
k79_87648	2;976;200643;171549;2005525;375288;823;435591	1.0;1.0;1.0;1.0;0.99997;0.99997;0.99996;0.99996
k79_75485	2;976;200643;171549;815;816;162156	1.0;0.99999;0.99999;0.99999;0.99999;0.99654;0.99641
k79_3231	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.99992;0.99992;0.99992;0.99992
k79_39438	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;0.99963;0.99962;0.99962
k79_63318	2;1239;186801;3085636;186803;33042;410072;470146	1.0;1.0;1.0;1.0;1.0;0.99995;0.99995;0.99995
k79_75488	2;1239;186801;186802;216572;292632;214851	1.0;0.99957;0.99947;0.99947;0.99946;0.99859;0.99859
k79_39439	2;976;200643;171549;815;909656;821	1.0;0.84507;0.84507;0.84507;0.84507;0.84506;0.84506
k79_51598	2;201174;1760;85006;85016;1707;2704467	1.0;0.99999;0.99999;0.99999;0.99999;0.99999;0.99999
k79_3232	2;1239;186801;3085636;186803;572511;2479767	1.0;0.99955;0.99955;0.9993;0.9993;0.99673;0.99551
k79_27258	2;1239;186801;186802;216572;2892396;2714355	1.0;0.99813;0.99641;0.99534;0.99533;0.9865;0.98623
k79_63319	2;1239;186801;3085636;186803;2316020;33039;657313	1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_51599	2;976;200643;171549;815;909656;821	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_27260	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.91309
k79_87656	2;1239;186801;3085636;186803;572511;2479767	1.0;1.0;1.0;0.82662;0.82662;0.82662;0.82662
k79_3236	2;1239;186801;186802;216572	0.99999;0.51541;0.51394;0.51191;0.51132
k79_39448	2;976;200643;171549;815;909656;821	1.0;0.99999;0.99999;0.99999;0.99987;0.99985;0.99985
k79_87664	2;1239;186801;3085636;186803;1766253;39491;657317	0.99998;0.99978;0.99976;0.9997;0.9997;0.98018;0.98018;0.73918
k79_75508	2;1239;186801;3085636;186803;1766253;39491;657318	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99957
k79_39450	2;1224;28211;204457;41297;2685927;1921510	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_75509	2;1239;186801;3085636;186803;1766253;39491;657317	1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.99945
k79_27268	2;1239;186801;3085636;186803;572511;418240;1121115	1.0;1.0;1.0;1.0;1.0;0.99999;0.99993;0.99993
k79_15184	2;1239;186801;186802;216572;216851;2929494	1.0;0.99955;0.99887;0.99143;0.99143;0.991;0.95466
k79_3241	2;1239;186801	0.99981;0.53483;0.51213
k79_87667	2;1239;186801;3085636;186803;841;166486;718255	1.0;1.0;1.0;1.0;1.0;1.0;0.99999;0.99998
k79_27270	2;1239;186801;186802;216572;244127;169435	0.99999;0.99985;0.99946;0.99933;0.99928;0.99893;0.99893
k79_51603	2;1224;28216;80840;119060;32008;1503055	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63338	2;976;200643;171549;815;816;817;295405	1.0;1.0;1.0;1.0;1.0;0.99999;0.99986;0.99986
k79_3245	2;1239;909932;1843488;909930;33024;33025	1.0;1.0;1.0;1.0;1.0;1.0;1.0
k79_63340	2;1239;91061;186826;1300;1301;1307;423211	1.0;0.7144;0.65663;0.65659;0.65588;0.65588;0.65588;0.65588
k79_27275	2;1239;186801;3085636;186803;841;166486;657315	1.0;0.99999;0.99999;0.99987;0.99987;0.99987;0.99987;0.99987
